CatalogProfile,FeatureType,InspPointType,MeasCrRate,NWT,MAWT,FirstWT,LastWt,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Operating-Pressure,Operating-Temperature,Quality-Factor,Matcat
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,TEE2,UTWT,0.297,15.09,11.51,24.34,21.6,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,500,5067,110,1,DSS
PI,REDU,UTWT,0.023,8.18,4.95,8.12,7.9,199258.48,0,ASME B31.3,9170.03,148.89,A815 CL WP-S S31803,AFS,200,5067,110,1,DSS
PI,ELBW,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,500,5067,110,1,DSS
PI,ELBW,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,500,5067,110,1,DSS
PI,ELBW,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,500,5067,110,1,DSS
PI,ELBW,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,500,5067,110,1,DSS
PI,ELBW,UTWT,0.125,7.62,2,7.53,6.4,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,ELBW,UTWT,0.019,7.62,2,7.4,7.22,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,ELBW,UTWT,0.125,7.62,2,7.53,6.4,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,ELBW,UTWT,0.019,7.62,2,7.4,7.22,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,ELBW,UTWT,0.125,7.62,2,7.53,6.4,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,ELBW,UTWT,0.019,7.62,2,7.4,7.22,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,80,310.26,25,1,CS
PI,TEE2,UTWT,0.017,11.3,7.91,16.1,16,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,TEE2,UTWT,0.11,11.3,7.91,13.8,13.68,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,TEE2,UTWT,0.017,11.3,7.91,16.1,16,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,TEE2,UTWT,0.11,11.3,7.91,13.8,13.68,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,TEE2,UTWT,0.035,11.3,7.91,16.1,16.1,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,TEE2,UTWT,0.035,11.3,7.91,16.1,16.1,199258.48,0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,80,5274.49,137.78,1,DSS
PI,STRT,UTWT,0.016,11.3,7.91,10.7,10.6,199258.48,0,ASME B31.3,38196.96,148.89,A790 Gr S31803,AFS,80,5274.49,137.78,1,DSS
PI,STRT,UTWT,0.016,11.3,7.91,10.7,10.6,199258.48,0,ASME B31.3,38196.96,148.89,A790 Gr S31803,AFS,80,5274.49,137.78,1,DSS
PI,STRT,UTWT,-0.142,6.02,2.3,4.5,5.95,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.013,6.02,2.3,5.79,5.94,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.116,6.02,2.3,4.44,5.81,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.142,6.02,2.3,4.5,5.95,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.013,6.02,2.3,5.79,5.94,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.116,6.02,2.3,4.44,5.81,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.142,6.02,2.3,4.5,5.95,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.013,6.02,2.3,5.79,5.94,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,STRT,UTWT,-0.116,6.02,2.3,4.44,5.81,137895.14,3,ASME B31.3,1689.22,121.11,API 5L Gr B,FS,100,344.74,112.78,1,CS
PI,ELBW,UTWT,0.001,6.02,2.3,5.81,5.8,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,100,344.74,112.78,1,CS
PI,ELBW,UTWT,-0.085,6.02,2.3,4.89,5.9,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,100,344.74,112.78,1,CS
PI,ELBW,UTWT,0.001,6.02,2.3,5.81,5.8,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,100,344.74,112.78,1,CS
PI,ELBW,UTWT,-0.085,6.02,2.3,4.89,5.9,137895.14,3,ASME B31.3,1689.22,121.11,A234 Gr WPB,FS,100,344.74,112.78,1,CS
PI,ELBW,UTWT,4.039,10.97,8.39,10.85,9.76,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,150,5171.06,121.11,1,DSS
PI,ELBW,UTWT,4.039,10.97,8.39,10.85,9.76,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,150,5171.06,121.11,1,DSS
PI,REDU,UTWT,0.595,8.56,5.7,11.51,10.93,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.334,8.56,5.7,12.55,11.1,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.334,8.56,5.7,12.55,11.1,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.334,8.56,5.7,12.55,11.1,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,STRT,UTWT,0.334,8.56,5.7,12.55,11.1,199258.48,0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,2.017,8.56,5.7,12.02,11.23,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,4.039,10.97,8.39,10.85,9.76,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,2.017,8.56,5.7,12.02,11.23,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,4.039,10.97,8.39,10.85,9.76,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,2.017,8.56,5.7,12.02,11.23,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.584,8.56,5.7,12.06,13.68,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,4.039,10.97,8.39,10.85,9.76,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,100,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.325,10.97,8.39,11.82,10.3,199258.48,0,ASME B31.3,20684.27,132.22,A815 CL WP-S S31803,AFS,50,5171.06,121.11,1,DSS
PI,TEE2,UTWT,0.089,7.11,3.81,9.96,8.98,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,10340,99,1,DSS
PI,TEE2,UTWT,0.001,7.11,3.81,7.39,7.37,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,10340,99,1,DSS
PI,TEE2,UTWT,0.011,7.11,3.81,6.99,6.86,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,STRT,UTWT,0.008,7.11,3.81,7.01,6.92,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.037,7.11,3.81,7.16,6.77,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.024,7.11,3.81,9.79,9.53,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.06,7.11,3.81,7.01,6.34,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.047,7.11,3.81,8.64,8.11,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.011,7.11,5.88,8.2,8.13,199258.48,0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.067,7.11,5.88,7,6.6,199258.48,0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.011,7.11,5.88,8.2,8.13,199258.48,0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.067,7.11,5.88,7,6.6,199258.48,0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.067,7.11,5.88,7,6.6,199258.48,0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0.036,7.11,2.8,7.21,6.81,199258.48,0,ASME B31.3,5780,132.22,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.014,7.11,2.8,8.03,7.87,199258.48,0,ASME B31.3,5780,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,STRT,UTWT,0.291,7.11,3.81,9.99,6.81,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,10340,99,1,DSS
PI,TEE2,UTWT,0.903,7.11,3.81,7.35,7,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,10340,99,1,DSS
PI,TEE2,UTWT,0.05,7.11,3.81,7.3,7,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,STRT,UTWT,0.083,7.11,3.81,7.3,6.8,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,5067,99,1,DSS
PI,CAP,UTWT,0.033,7.11,3.81,7.5,7.3,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,STRT,UTWT,0.05,7.11,3.81,6.97,6.42,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,10340,99,1,DSS
PI,TEE2,UTWT,0.044,7.11,3.81,9.98,9.52,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,10340,99,1,DSS
PI,STRT,UTWT,0.004,7.11,2.8,6.95,6.91,199258.48,0,ASME B31.3,5880,132.22,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.027,7.11,2.8,9.93,9.63,199258.48,0,ASME B31.3,5880,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.006,7.11,2.8,7.22,7.15,199258.48,0,ASME B31.3,5880,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.748,7.11,5.79,7.28,7.45,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,10340,121,1,DSS
PI,TEE2,UTWT,0.026,7.11,2.8,7.37,7.12,199258.48,0,ASME B31.3,6360,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,STRT,UTWT,0.096,7.11,2.8,6.88,6.78,199258.48,0,ASME B31.3,6360,132.22,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.023,7.11,2.8,9.48,9.26,199258.48,0,ASME B31.3,6360,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.001,7.11,5.79,10.2,10.19,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.025,7.11,5.79,7.4,7.25,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.013,7.11,2.8,9.36,9.22,199258.48,0,ASME B31.3,4200,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,STRT,UTWT,1.229,7.11,2.8,7.46,6.53,199258.48,0,ASME B31.3,4200,132.22,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,1.545,7.11,2.8,7.31,7,199258.48,0,ASME B31.3,4200,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.016,7.11,5.79,10.6,10.5,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,CAP,UTWT,0.442,7.11,5.79,9.9,7.26,199258.48,0,ASME B31.3,14092.88,148.89,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0,7.11,3.34,6.63,6.62,199258.48,0,ASME B31.3,8040,148.89,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.064,7.11,3.34,7.13,6.45,199258.48,0,ASME B31.3,8040,148.89,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.006,7.11,3.34,9.67,9.6,199258.48,0,ASME B31.3,8040,148.89,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.021,7.11,5.79,6.8,6.67,199258.48,0,ASME B31.3,14092.88,148.89,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0.031,7.11,2.8,6.95,6.6,199258.48,0,ASME B31.3,6450,132.22,A790 Gr S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.057,7.11,2.8,7.26,6.63,199258.48,0,ASME B31.3,6450,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.046,7.11,2.8,8.69,8.18,199258.48,0,ASME B31.3,6450,132.22,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.067,7.11,5.79,9.7,9.3,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,TEE2,UTWT,0.001,7.11,5.79,6.1,6.09,199258.48,0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0.015,7.11,5.79,7.3,7.21,199258.48,0,ASME B31.3,14092.88,132.22,A790 Gr S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0.024,7.11,3.81,6.98,6.71,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.008,7.11,3.81,9.23,9.14,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.029,7.11,3.81,6.76,6.44,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,STRT,UTWT,0.042,7.11,3.81,7.01,6.56,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.024,7.11,3.81,7.16,6.9,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.048,7.11,3.81,10.01,9.5,206842.71,0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150,5067,99,1,DSS
PI,STRT,UTWT,0.03,7.11,3.81,6.8,6.62,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,150,5067,99,1,DSS
PI,TEE2,UTWT,0.013,7.11,2.8,9.71,9.56,206842.71,0,ASME B31.3,6420,121.11,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.913,7.11,2.8,7.21,7.2,206842.71,0,ASME B31.3,6420,121.11,A815 CL WP-S S31803,AFS,150,15170,121,1,DSS
PI,TEE2,UTWT,0.031,7.11,5.58,10.2,10.01,206842.71,0,ASME B31.3,14092.88,121.11,A815 CL WP-S S31803,AFS,150,5067,121,1,DSS
PI,STRT,UTWT,0.03,7.11,5.67,7,6.82,206842.71,0,ASME B31.3,14320.41,121.11,A790 Gr S31803,AFS,150,5067,121,1,DSS
PI,REDU,UTWT,0.044,6.55,2.4,8.09,7.6,199258.48,0,ASME B31.3,6850,132.22,A815 CL WP-S S31803,AFS,125,10340,121.11,1,DSS
PI,STRT,UTWT,0.009,7.11,2.85,7.01,6.91,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0,7.11,2.85,7.1,7.09,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.009,7.11,2.85,7.01,6.91,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0,7.11,2.85,7.1,7.09,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.009,7.11,2.85,7.01,6.91,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0,7.11,2.85,7.1,7.09,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.009,7.11,2.85,7.01,6.91,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0,7.11,2.85,7.1,7.09,199258.48,0,ASME B31.3,6850,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.029,7.11,2.8,7.18,7,206842.71,0,ASME B31.3,5030,121.11,A790 Gr S31803,AFS,150,10340,98.89,1,DSS
PI,STRT,UTWT,0.029,7.11,2.8,7.18,7,206842.71,0,ASME B31.3,5030,121.11,A790 Gr S31803,AFS,150,10340,98.89,1,DSS
PI,STRT,UTWT,0.029,7.11,2.8,7.18,7,206842.71,0,ASME B31.3,5030,121.11,A790 Gr S31803,AFS,150,10340,98.89,1,DSS
PI,STRT,UTWT,0.029,7.11,2.8,7.18,7,206842.71,0,ASME B31.3,5030,121.11,A790 Gr S31803,AFS,150,10340,98.89,1,DSS
PI,TEE2,UTWT,0.015,7.11,2.8,7.87,7.7,206842.71,0,ASME B31.3,5030,121.11,A815 CL WP-S S31803,AFS,150,10340,98.89,1,DSS
PI,TEE2,UTWT,0.164,7.11,2.8,9.99,9.62,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.164,7.11,2.8,9.99,9.62,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.164,7.11,2.8,9.99,9.62,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.164,7.11,2.8,9.99,9.62,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.296,7.11,2.8,7.04,7.44,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.888,7.11,2.8,7.75,6.83,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.296,7.11,2.8,7.04,7.44,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.888,7.11,2.8,7.75,6.83,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.296,7.11,2.8,7.04,7.44,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.888,7.11,2.8,7.75,6.83,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.296,7.11,2.8,7.04,7.44,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,TEE2,UTWT,0.888,7.11,2.8,7.75,6.83,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.493,7.11,2.8,6.89,9.49,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.074,7.11,5.88,10.17,9.51,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.493,7.11,2.8,6.89,9.49,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.074,7.11,5.88,10.17,9.51,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.493,7.11,2.8,6.89,9.49,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.074,7.11,5.88,10.17,9.51,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,150,10340,121.11,1,DSS
PI,REDU,UTWT,0.197,6.55,2.3,7.5,7.94,199258.48,0,ASME B31.3,5200,132.22,A815 CL WP-S S31803,AFS,125,10340,121.11,1,DSS
PI,STRT,UTWT,0.002,7.11,2.8,6.42,6.39,199258.48,0,ASME B31.3,5200,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.002,7.11,2.8,6.42,6.39,199258.48,0,ASME B31.3,5200,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,STRT,UTWT,0.002,7.11,2.8,6.42,6.39,199258.48,0,ASME B31.3,5200,132.22,A790 Gr S31803,AFS,150,10340,121.11,1,DSS
PI,ELBW,UTWT,0.271,10.97,2.8,13.63,12,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,150,15170,121.11,1,DSS
PI,ELBW,UTWT,0.271,10.97,2.8,13.63,12,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,150,15170,121.11,1,DSS
PI,REDU,UTWT,0.041,9.52,2.3,10.37,9.91,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,125,15170,121.11,1,DSS
PI,TEE2,UTWT,0.016,10.97,2.8,10.08,9.9,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,150,15170,121.11,1,DSS
PI,TEE2,UTWT,0.016,10.97,2.8,10.08,9.9,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,150,15170,121.11,1,DSS
PI,TEE2,UTWT,0.016,10.97,2.8,10.08,9.9,199258.48,0,ASME B31.3,6000,132.22,A815 CL WP-S S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.006,10.97,2.8,11.47,11.4,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.01,10.97,2.8,11.38,11.26,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.006,10.97,2.8,11.47,11.4,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.01,10.97,2.8,11.38,11.26,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.006,10.97,2.8,11.47,11.4,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
PI,STRT,UTWT,0.01,10.97,2.8,11.38,11.26,199258.48,0,ASME B31.3,6000,132.22,A790 Gr S31803,AFS,150,15170,121.11,1,DSS
